Name,Total Citations,h-index,5 year h-index,i10-index,5 year i10-index
"JARAMILLO, ANDRES",NA,NA,NA,NA,NA
"JAYARAM, SANKAR",NA,NA,NA,NA,NA
"JAYARAM, UMA",NA,NA,NA,NA,NA
"JAYE, CARA",NA,NA,NA,NA,NA
"JAYE, CARA",NA,NA,NA,NA,NA
"JEFFERIES, STEPHEN",NA,NA,NA,NA,NA
"JEFFERIES, STEPHEN",NA,NA,NA,NA,NA
"JEFFRIES, BAYYINAH",NA,NA,NA,NA,NA
"JELACA JOVANOVIC, MILICA",NA,NA,NA,NA,NA
"JENSVOLD, MARY",NA,NA,NA,NA,NA
"JIANG, GEORGE",NA,NA,NA,NA,NA
"JIANG, ZHIHUA",NA,NA,NA,NA,NA
"JIMERSON, RANDALL",665,11,9,14,8
"JOBSON, B",3171,31,22,45,36
"JOHANSEN, ANNE",NA,NA,NA,NA,NA
"JOHN-MARIADOSS, BABU",529,12,12,15,15
"JOHNSON, BRAD",NA,NA,NA,NA,NA
"JOHNSON, DAVID",NA,NA,NA,NA,NA
"JOHNSON, DIANE",NA,NA,NA,NA,NA
"JOHNSON, ELDON",NA,NA,NA,NA,NA
"JOHNSON, EMILY",NA,NA,NA,NA,NA
"JOHNSON, ERIC",1107,9,8,9,8
"JOHNSON, EUGENE",NA,NA,NA,NA,NA
"JOHNSON, EUGENE",NA,NA,NA,NA,NA
"JOHNSON, GLENN",NA,NA,NA,NA,NA
"JOHNSON, HOLLY",NA,NA,NA,NA,NA
"JOHNSON, JAMES",NA,NA,NA,NA,NA
"JOHNSON, JAMES",NA,NA,NA,NA,NA
"JOHNSON, JAMES",NA,NA,NA,NA,NA
"JOHNSON, JERRY",NA,NA,NA,NA,NA
"JOHNSON, MILDRED",NA,NA,NA,NA,NA
"JOHNSON, MOLLY",NA,NA,NA,NA,NA
"JOHNSON, MONICA",7353,37,30,51,42
"JOHNSON, NANCY",NA,NA,NA,NA,NA
"JOHNSON, VERNON",NA,NA,NA,NA,NA
"JOHNSTON, MARTHA",NA,NA,NA,NA,NA
"JONES, DIANA",NA,NA,NA,NA,NA
"JONES, DIANA",NA,NA,NA,NA,NA
"JONES, JOHN",NA,NA,NA,NA,NA
"JONGEJAN, ANTHONY",NA,NA,NA,NA,NA
"JONGEJAN, ANTHONY",NA,NA,NA,NA,NA
"JOO, SEONGJONG",NA,NA,NA,NA,NA
"JORGENSEN, JAN",NA,NA,NA,NA,NA
"JORGENSEN, JAN",NA,NA,NA,NA,NA
"JORGENSEN, MARIBETH",NA,NA,NA,NA,NA
"KABASENCHE, WILLIAM",NA,NA,NA,NA,NA
"KAHAKAUWILA, KRISTIANA",NA,NA,NA,NA,NA
"KAHAKAUWILA, KRISTIANA",NA,NA,NA,NA,NA
"KALE, STEVEN",NA,NA,NA,NA,NA
"KAM, FOONG",NA,NA,NA,NA,NA
"KAM, FOONG",NA,NA,NA,NA,NA
"KAMEL, NABIL",NA,NA,NA,NA,NA
"KAMMERER, JENNIFER",NA,NA,NA,NA,NA
"KAMMERER, JENNIFER",NA,NA,NA,NA,NA
"KANHAI, ROSANNE",NA,NA,NA,NA,NA
"KANOV, JASON",NA,NA,NA,NA,NA
"KANOV, JASON",NA,NA,NA,NA,NA
"KARDONG-EDGREN, SUZAN",NA,NA,NA,NA,NA
"KAREKLAS, IOANNIS",NA,NA,NA,NA,NA
"KARLBERG, MICHAEL",385,10,8,10,7
"KARLBERG, MICHAEL",385,10,8,10,7
"KASIMANICKAM, RAMANATHAN",NA,NA,NA,NA,NA
"KASPARI, SUSAN",NA,NA,NA,NA,NA
"KASPRISIN, LORRAINE",NA,NA,NA,NA,NA
"KASUGA, SIDNEY",NA,NA,NA,NA,NA
"KATZ, JANET",NA,NA,NA,NA,NA
"KAWAGUCHI, JEFFREY",NA,NA,NA,NA,NA
"KAZIM, AMIR",NA,NA,NA,NA,NA
"KE, KE",483,6,6,6,4
"KEAN, ERIC",NA,NA,NA,NA,NA
"KEELER, LINDA",NA,NA,NA,NA,NA
"KEELER, LINDA",NA,NA,NA,NA,NA
"KEELINE, THOMAS",NA,NA,NA,NA,NA
"KEIPER, TIMOTHY",NA,NA,NA,NA,NA
"KELLER, JENNIFER",NA,NA,NA,NA,NA
"KELLER, JENNIFER",NA,NA,NA,NA,NA
"KELLER, JENNIFER",NA,NA,NA,NA,NA
"KELLEY, BRIDGET",NA,NA,NA,NA,NA
"KELLEY, WILLIAM",NA,NA,NA,NA,NA
"KELLEY, WILLIAM",NA,NA,NA,NA,NA
"KEMP, BRIAN",NA,NA,NA,NA,NA
"KENNEDY, JAMES",NA,NA,NA,NA,NA
"KENNEY, GARRETT",NA,NA,NA,NA,NA
"KEPPIE, CHRISTINA",NA,NA,NA,NA,NA
"KEPPIE, CHRISTINA",NA,NA,NA,NA,NA
"KERNS, ELIZABETH",NA,NA,NA,NA,NA
"KIELTYKA, MARCUS",NA,NA,NA,NA,NA
"KIESWETTER, JAMES",NA,NA,NA,NA,NA
"KIESWETTER, JAMES",NA,NA,NA,NA,NA
"KILLINGER, KAREN",NA,NA,NA,NA,NA
"KIM, HYUN",3236,19,19,24,23
"KIM, ILHYUNG",NA,NA,NA,NA,NA
"KIM, JONG",NA,NA,NA,NA,NA
"KIM, JUNG-HYUN",NA,NA,NA,NA,NA
"KIM, JUNG-HYUN",NA,NA,NA,NA,NA
"KIM, MIN",38500,78,56,943,570
"KINCAID, SUSAN",NA,NA,NA,NA,NA
"KINCAID, SUSAN",NA,NA,NA,NA,NA
"KING, JEFFREY",NA,NA,NA,NA,NA
"KING, JEFFREY",NA,NA,NA,NA,NA
"KINSEL, WILLIAM",NA,NA,NA,NA,NA
"KIRBY, CHRISTOPHER",NA,NA,NA,NA,NA
"KITTO, KATHLEEN",NA,NA,NA,NA,NA
"KLEIN, ANDREW",402,11,8,15,7
"KLEINHESSELINK, R",NA,NA,NA,NA,NA
"KLEINHOFS, ANDRIS",NA,NA,NA,NA,NA
"KLYVE, DOMINIC",175,8,7,5,2
"KMEC, JULIE",1469,17,14,18,16
"KNABB, SHAWN",NA,NA,NA,NA,NA
"KNIRCK, JASON",NA,NA,NA,NA,NA
"KNOBLAUCH, MICHAEL",NA,NA,NA,NA,NA
"KOBAYASHI, RIE",NA,NA,NA,NA,NA
"KODNER, ROBIN",NA,NA,NA,NA,NA
"KODNER, ROBIN",NA,NA,NA,NA,NA
"KOETJE, TODD",NA,NA,NA,NA,NA
"KOETJE, TODD",NA,NA,NA,NA,NA
"KOH, DAVID",NA,NA,NA,NA,NA
"KOHLER, ELIZABETH",NA,NA,NA,NA,NA
"KONG, XIAOFEI",NA,NA,NA,NA,NA
"KONG, XIAOFEI",NA,NA,NA,NA,NA
"KOOIENGA, SARAH",NA,NA,NA,NA,NA
"KORSMO, JOHN",NA,NA,NA,NA,NA
"KORSMO, JOHN",NA,NA,NA,NA,NA
"KOWALCZYK, TIMOTHY",1488,13,12,15,14
"KRAFT, WAYNE",NA,NA,NA,NA,NA
"KRIEG, JOHN",NA,NA,NA,NA,NA
"KRIEG, JOHN",NA,NA,NA,NA,NA
"KRIZ, GEORGE",NA,NA,NA,NA,NA
"KROLL, TODD",NA,NA,NA,NA,NA
"KUHLKEN, ROBERT",NA,NA,NA,NA,NA
"KUNTZ, MARK",NA,NA,NA,NA,NA
"KUO, ALEXANDER",NA,NA,NA,NA,NA
"KURTZ, MARTHA",NA,NA,NA,NA,NA
"KWON, TAE-HYUK",NA,NA,NA,NA,NA
"LABORDE, PAMELA",111,5,4,2,1
"LADD, E",NA,NA,NA,NA,NA
"LAFFRADO, LAURA",NA,NA,NA,NA,NA
"LAGUARDIA, ARMANDO",NA,NA,NA,NA,NA
"LAHMERS, KEVIN",NA,NA,NA,NA,NA
"LAMBERT, MICHAEL",NA,NA,NA,NA,NA
"LAMBERT, MICHAEL",NA,NA,NA,NA,NA
"LANDIS, WAYNE",3595,29,19,67,30
"LANE, MARK",NA,NA,NA,NA,NA
"LAPIN, SERGEY",251,8,7,7,5
"LARNER, DANIEL",NA,NA,NA,NA,NA
"LARNER, DANIEL",NA,NA,NA,NA,NA
"LARSEN, DONALD",NA,NA,NA,NA,NA
"LARSON, BRUCE",NA,NA,NA,NA,NA
"LARSON, BRUCE",NA,NA,NA,NA,NA
"LARSON, KRISTEN",NA,NA,NA,NA,NA
"LARSON, LINDA",NA,NA,NA,NA,NA
"LARSON, NICOLE",NA,NA,NA,NA,NA
"LARUE, GEORGE",NA,NA,NA,NA,NA
"LAU, AUDREY",NA,NA,NA,NA,NA
"LAVINE, LAURA",1916,20,16,29,25
"LAZZARINI, BRANDI",NA,NA,NA,NA,NA
"LAZZARINI, BRANDI",NA,NA,NA,NA,NA
"LE BAR, ANN",NA,NA,NA,NA,NA
"LEA, YISHAN",NA,NA,NA,NA,NA
"LEACH, KRISTINA",NA,NA,NA,NA,NA
"LEACH, KRISTINA",NA,NA,NA,NA,NA
"LEAF, DAVID",NA,NA,NA,NA,NA
"LEAR, ERICH",NA,NA,NA,NA,NA
"LEE CHAN, ALEJANDRO",NA,NA,NA,NA,NA
"LEE, EE",NA,NA,NA,NA,NA
"LEE, HYUNG",NA,NA,NA,NA,NA
"LEE, YONG",NA,NA,NA,NA,NA
"LEE, YONGJOO",NA,NA,NA,NA,NA
"LEGER, JANELLE",NA,NA,NA,NA,NA
"LEGER, JANELLE",NA,NA,NA,NA,NA
"LEHMAN, BARBARA",1845,12,11,12,12
"LEHMAN, BARBARA",1845,12,11,12,12
"LEI, HANWU",2341,27,25,55,51
"LEMM, KRISTI",NA,NA,NA,NA,NA
"LEONARD, KEVIN",NA,NA,NA,NA,NA
"LEONARD, LUCILLE",NA,NA,NA,NA,NA
"LEONG, SCOTT",NA,NA,NA,NA,NA
"LEONHARDT, ERIC",NA,NA,NA,NA,NA
"LESTER, JESSICA",NA,NA,NA,NA,NA
"LEWIS, ARLEEN",NA,NA,NA,NA,NA
"LEWIS, L",969,5,4,5,4
"LEWIS, LUCY",NA,NA,NA,NA,NA
"LEWIS, LUCY",NA,NA,NA,NA,NA
"LI, CHENYANG",NA,NA,NA,NA,NA
"LI, DAN",NA,NA,NA,NA,NA
"LI, XINGZHONG",NA,NA,NA,NA,NA
"LI, YING",NA,NA,NA,NA,NA
"LI, YING",NA,NA,NA,NA,NA
"LIANG, XIAODONG",NA,NA,NA,NA,NA
"LIAO-TROTH, MATTHEW",NA,NA,NA,NA,NA
"LIDDELL, KNONA",NA,NA,NA,NA,NA
"LIGGETT, TONDA",NA,NA,NA,NA,NA
"LIGON, SAMUEL",NA,NA,NA,NA,NA
"LIN, CENTSONG",NA,NA,NA,NA,NA
"LIN, YING",NA,NA,NA,NA,NA
"LINCOLN, JAMES",NA,NA,NA,NA,NA
"LINDSEY, BILLIE",NA,NA,NA,NA,NA
"LINHART, JEAN",NA,NA,NA,NA,NA
"LINHART, JEANMARIE",NA,NA,NA,NA,NA
"LINNEMAN, SCOTT",NA,NA,NA,NA,NA
"LIPORI, DANIEL",NA,NA,NA,NA,NA
"LIPTON, JENNIFER",NA,NA,NA,NA,NA
"LITTLE, SUZANNE",NA,NA,NA,NA,NA
"LIU, CHEN-CHING",NA,NA,NA,NA,NA
"LIU, XINMIN",NA,NA,NA,NA,NA
"LIU, YUDONG",193,5,4,5,4
"LLOYD, KIM",NA,NA,NA,NA,NA
"LOAR, CHRISTOPHER",31,4,3,1,1
"LOAR, CHRISTOPHER",31,4,3,1,1
"LOBECK, ANNE",NA,NA,NA,NA,NA
"LOCHMILLER, CHAD",NA,NA,NA,NA,NA
"LOCHRIE, MARY",NA,NA,NA,NA,NA
"LOENDORF, WILLIAM",NA,NA,NA,NA,NA
"LOGSDON, MARCIE",NA,NA,NA,NA,NA
"LOIS, JENNIFER",NA,NA,NA,NA,NA
"LOIS, JENNIFER",NA,NA,NA,NA,NA
"LOKE, VERNON",429,11,10,13,10
"LONDON, ROSANNE",NA,NA,NA,NA,NA
"LOPEZ, ABEL",NA,NA,NA,NA,NA
"LOPEZ, ABEL",NA,NA,NA,NA,NA
"LORENZ, JOSEPH",NA,NA,NA,NA,NA
"LORTZ, JAMES",NA,NA,NA,NA,NA
"LOUCKY, JAMES",NA,NA,NA,NA,NA
"LOVE, BROOKE",NA,NA,NA,NA,NA
"LOVE, BROOKE",NA,NA,NA,NA,NA
"LOVE, EDWIN",492,6,5,5,5
"LOVE, EDWIN",492,6,5,5,5
"LOVE, EDWIN",492,6,5,5,5
"LOVERRO, IAN",NA,NA,NA,NA,NA
"LUCE, KRISTINA",NA,NA,NA,NA,NA
"LUEDECKE, LLOYD",NA,NA,NA,NA,NA
"LUND, JOHN",NA,NA,NA,NA,NA
"LUND, JOHN",NA,NA,NA,NA,NA
"LUNDEEN, KATHLEEN",NA,NA,NA,NA,NA
"LUO, BAOZHEN",334,6,6,6,6
"LUPKE, CHRISTOPHER",NA,NA,NA,NA,NA
"LUPO, KAREN",NA,NA,NA,NA,NA
"LUPTON, NATALIE",NA,NA,NA,NA,NA
"LUPTON, ROBERT",NA,NA,NA,NA,NA
"LUTON, LAWRENCE",NA,NA,NA,NA,NA
"LUTON, LAWRENCE",NA,NA,NA,NA,NA
"LUTZE, FAITH",775,16,11,19,12
"LYNE, WILLIAM",NA,NA,NA,NA,NA
"LYNN, KIMBERLY",NA,NA,NA,NA,NA
"LYNN, KIMBERLY",NA,NA,NA,NA,NA
"MACE, CASEY",NA,NA,NA,NA,NA
"MACINNES, BREANYN",399,9,9,9,8
"MACK, RICHARD",NA,NA,NA,NA,NA
"MACLEAN, ALAIR",564,11,9,12,9
"MADISON, CHARLES",NA,NA,NA,NA,NA
"MADSEN, ELIZABETH",NA,NA,NA,NA,NA
"MADUNIC, MARKO",NA,NA,NA,NA,NA
"MAGEE, KELLY",NA,NA,NA,NA,NA
"MAGEE, KELLY",NA,NA,NA,NA,NA
"MAGNUSON, NANCY",NA,NA,NA,NA,NA
"MAHONEY, KRISTIN",NA,NA,NA,NA,NA
"MAHONEY, KRISTIN",NA,NA,NA,NA,NA
"MAIN, DOREEN",4635,33,28,51,44
"MANA, MICHAEL",NA,NA,NA,NA,NA
"MANAGO, ADRIANA",NA,NA,NA,NA,NA
"MANIKOTH, POUKONG",NA,NA,NA,NA,NA
"MANN, DONNA",NA,NA,NA,NA,NA
"MANWELLER, MATHEW",NA,NA,NA,NA,NA
"MARCUS, DAVID",3685,33,24,67,44
"MARINO, MATTHEW",NA,NA,NA,NA,NA
"MARIZ, GEORGE",NA,NA,NA,NA,NA
"MARKOSIAN, NED",NA,NA,NA,NA,NA
"MARKWORTH, KIMBERLY",NA,NA,NA,NA,NA
"MARRS, HEATH",193,9,8,8,7
"MARSH, SUSAN",1212,20,16,30,25
"MARSHALL, ROBERT",NA,NA,NA,NA,NA
"MARTIN, LEAANN",NA,NA,NA,NA,NA
"MARTIN, LEAANN",NA,NA,NA,NA,NA
"MARTIN, TERESA",NA,NA,NA,NA,NA
"MASON, JOHN",NA,NA,NA,NA,NA
"MATHERS-SCHMIDT, BARBARA",NA,NA,NA,NA,NA
"MATOS, JOANNA",NA,NA,NA,NA,NA
"MATTESON, DONALD",NA,NA,NA,NA,NA
"MATTHEWS, GEOFFREY",NA,NA,NA,NA,NA
"MATTHEWS, ROBIN",NA,NA,NA,NA,NA
"MATTINSON, CHRISTOPHER",NA,NA,NA,NA,NA
"MATTOON, JOHN",NA,NA,NA,NA,NA
"MC CORMICK, PATRICK",NA,NA,NA,NA,NA
"MCAULEY, LOUIS",NA,NA,NA,NA,NA
"MCBRIDE, KIMBERLY",NA,NA,NA,NA,NA
"MCCAIN, TERRENCE",NA,NA,NA,NA,NA
"MCCARTHY, KERI",NA,NA,NA,NA,NA
"MCCLANAHAN, LAUREN",NA,NA,NA,NA,NA
"MCCLANAHAN, LAUREN",NA,NA,NA,NA,NA
"MCCOY, JANETTA",NA,NA,NA,NA,NA
"MCCUBBIN, LAURIE",NA,NA,NA,NA,NA
"MCDOWALL, STEPHEN",490,12,9,14,8
"MCDOWALL, STEPHEN",490,12,9,14,8
"MCELWAIN, TERRY",NA,NA,NA,NA,NA
"MCEVOY, GLENN",NA,NA,NA,NA,NA
"MCEVOY, GLENN",NA,NA,NA,NA,NA
"MCGONIGLE, WILLIAM",NA,NA,NA,NA,NA
"MCGONIGLE, WILLIAM",NA,NA,NA,NA,NA
"MCGORAN, ERNEST",NA,NA,NA,NA,NA
"MCGUIRE, JENIFER",1183,12,12,16,12
"MCGUIRE, JENIFER",1183,12,12,16,12
"MCLAUGHLIN, JOHN",NA,NA,NA,NA,NA
"MCLAUGHLIN, JOHN",NA,NA,NA,NA,NA
"MCLEAN, DAVID",NA,NA,NA,NA,NA
"MCLEAN, KATE",4474,32,29,49,48
"MCLEAN, KATE",4474,32,29,49,48
"MCLEOD, MARIA",NA,NA,NA,NA,NA
"MCLEOD, MARIA",NA,NA,NA,NA,NA
"MCMULLIN-MESSIER, PAMELA",15,2,0,1,0
"MCNAMARA, JOHN",NA,NA,NA,NA,NA
"MCNEELY, FRANCES",NA,NA,NA,NA,NA
"MEADOWS, GARY",NA,NA,NA,NA,NA
"MEALEY, ROBERT",NA,NA,NA,NA,NA
"MEALEY, ROBERT",NA,NA,NA,NA,NA
"MEARS, DERRICK",NA,NA,NA,NA,NA
"MEDLER, MICHAEL",55,4,2,1,0
"MEDLER, MICHAEL",55,4,2,1,0
"MEEHAN, COURTNEY",NA,NA,NA,NA,NA
"MEEHAN, JOHN",NA,NA,NA,NA,NA
"MEISEL, NICKOLUS",NA,NA,NA,NA,NA
"MELIOUS, JEAN",NA,NA,NA,NA,NA
"MELIOUS, JEAN",NA,NA,NA,NA,NA
"MENCHACA, DAVID",NA,NA,NA,NA,NA
"MENDES, SEBASTIAN",NA,NA,NA,NA,NA
"MENDES, SEBASTIAN",NA,NA,NA,NA,NA
"MENDES, SEBASTIAN",NA,NA,NA,NA,NA
"MESAROVIC, SINISA",1634,17,14,29,18
"METZGER, MARY",103,3,3,2,1
"METZGER, MARY",103,3,3,2,1
"MEYER, NADEAN",NA,NA,NA,NA,NA
"MEYER, NADEAN",NA,NA,NA,NA,NA
"MIELKE, MICHELLE",NA,NA,NA,NA,NA
"MIELKE, MICHELLE",NA,NA,NA,NA,NA
"MILES, JOHN",NA,NA,NA,NA,NA
"MILES, SCOTT",NA,NA,NA,NA,NA
"MILES, SCOTT",NA,NA,NA,NA,NA
"MILES, SCOTT",NA,NA,NA,NA,NA
"MILLER, BARBARA",NA,NA,NA,NA,NA
"MILLER, BARBARA",NA,NA,NA,NA,NA
"MILLER, BRENDA",NA,NA,NA,NA,NA
"MILLER, BRENDA",NA,NA,NA,NA,NA
"MILLER, MATTHEW",NA,NA,NA,NA,NA
"MILLER, MICHAEL",NA,NA,NA,NA,NA
"MILLS, PAULETTE",NA,NA,NA,NA,NA
"MINER, BENJAMIN",3268,19,13,25,18
"MIRAN, JONATHAN",190,7,5,4,3
"MIRO, TERESA",NA,NA,NA,NA,NA
"MITCHELL, ROBERT",NA,NA,NA,NA,NA
"MITCHELL, ROBERT",NA,NA,NA,NA,NA
"MOFFETT, DAVID",NA,NA,NA,NA,NA
"MOGFORD, ELIZABETH",270,7,7,7,7
"MOGFORD, ELIZABETH",270,7,7,7,7
"MONOSKY, KEITH",NA,NA,NA,NA,NA
"MONROE, BARBARA",NA,NA,NA,NA,NA
"MONROE, SARAH",NA,NA,NA,NA,NA
"MONTECALVO, LUCY",NA,NA,NA,NA,NA
"MONTOYA-LEWIS, RAQUEL",NA,NA,NA,NA,NA
"MONTOYA-LEWIS, RAQUEL",NA,NA,NA,NA,NA
"MOOKHERJEE, DEBNATH",NA,NA,NA,NA,NA
"MOORE, STEPHEN",NA,NA,NA,NA,NA
"MORGAN PARMETT, HELEN",NA,NA,NA,NA,NA
"MORGAN PARMETT, HELEN",NA,NA,NA,NA,NA
"MORRIS, JASON",NA,NA,NA,NA,NA
"MORROW, KACEY",NA,NA,NA,NA,NA
"MORTON, TODD",NA,NA,NA,NA,NA
"MOSHER, M",NA,NA,NA,NA,NA
"MOTTNER, SANDRA",578,11,9,13,9
"MOUNT, GEORGE",NA,NA,NA,NA,NA
"MOUNT, JILL",NA,NA,NA,NA,NA
"MOUNT, JILL",NA,NA,NA,NA,NA
"MOUSA, MAHMOUD",NA,NA,NA,NA,NA
"MOUSA, MAHMOUD",NA,NA,NA,NA,NA
"MOYER, CRAIG",5886,29,22,40,32
"MOYER, CRAIG",5886,29,22,40,32
"MOZSGAI, CRISTINA",NA,NA,NA,NA,NA
"MOZSGAI, CRISTINA",NA,NA,NA,NA,NA
"MUHIRWE, JACKSON",NA,NA,NA,NA,NA
"MULCAHY, MICHAEL",NA,NA,NA,NA,NA
"MULLIN, THOMAS",NA,NA,NA,NA,NA
"MUNOZ-GARCIA, FELIX",128,6,6,2,2
"MUNSON, DOROTHY",NA,NA,NA,NA,NA
"MURPHY, AMANDA",NA,NA,NA,NA,NA
"MURPHY, DENNIS",NA,NA,NA,NA,NA
"MURPHY, SEAN",NA,NA,NA,NA,NA
"MURRAY, TODD",57,5,4,1,1
"MUTIN, ANNA",NA,NA,NA,NA,NA
"MYALL, CAROLYNNE",NA,NA,NA,NA,NA
"MYERS, OLIN",1749,21,17,26,21
"NAGEL, ELIZABETH",NA,NA,NA,NA,NA
"NATARAJA, SUNDARAM",NA,NA,NA,NA,NA
"NEAL, CHRISTOPHER",NA,NA,NA,NA,NA
"NEELY, JAMIE",NA,NA,NA,NA,NA
"NEEM, JOHANN",NA,NA,NA,NA,NA
"NEEM, JOHANN",NA,NA,NA,NA,NA
"NEEM, JOHANN",NA,NA,NA,NA,NA
"NEFF, MARK",236,7,5,7,5
"NEFF, MICHAEL",4859,19,15,23,19
"NELSON, DAVID",NA,NA,NA,NA,NA
"NELSON, O",NA,NA,NA,NA,NA
"NELSON, PHILIP",NA,NA,NA,NA,NA
"NELSON, TAMARA",1165,15,13,17,14
"NELSON-JERROW, REBECCA",NA,NA,NA,NA,NA
"NEUMILLER, JOSHUA",NA,NA,NA,NA,NA
"NEUROHR, JOHN",NA,NA,NA,NA,NA
"NEWBERRY, RUTH",NA,NA,NA,NA,NA
"NEWCOMER, JEFFREY",NA,NA,NA,NA,NA
"NEZAT, CARMEN",NA,NA,NA,NA,NA
"NICE, DAVID",NA,NA,NA,NA,NA
"NICHOLAS, TRULA",NA,NA,NA,NA,NA
"NICHOLAS, TRULA",NA,NA,NA,NA,NA
"NICKERSON, ARDEAN",NA,NA,NA,NA,NA
"NIELSEN, CAROLYN",NA,NA,NA,NA,NA
"NIELSEN, CAROLYN",NA,NA,NA,NA,NA
"NIMNICHT, JAMES",NA,NA,NA,NA,NA
"NOFSINGER, JOHN",NA,NA,NA,NA,NA
"NOGUCHI, KIMIHIRO",280,6,6,5,5
"NOLET, VICTOR",NA,NA,NA,NA,NA
"NORD, DOUGLAS",NA,NA,NA,NA,NA
"NORTON, M",8379,32,19,94,39
"NOURSE, STEVEN",NA,NA,NA,NA,NA
"NOURSE, STEVEN",NA,NA,NA,NA,NA
"NOVAK, MATHEW",NA,NA,NA,NA,NA
"NUZUM, KATHLEEN",NA,NA,NA,NA,NA
"NUZUM, KATHLEEN",NA,NA,NA,NA,NA
"NYMAN, ADAM",90,6,4,2,0
"O MURCHU, NIALL",NA,NA,NA,NA,NA
"O MURCHU, NIALL",NA,NA,NA,NA,NA
"OATLEY, JON",3396,28,25,38,36
"OFORLEA, AARON",NA,NA,NA,NA,NA
"OGDEN, MICHAEL",NA,NA,NA,NA,NA
"OHANA, CHRIS",NA,NA,NA,NA,NA
"OLNEY, THOMAS",NA,NA,NA,NA,NA
"OLSON, JO",NA,NA,NA,NA,NA
"OLSON, WENDY",NA,NA,NA,NA,NA
"OMOTO, CHARLOTTE",NA,NA,NA,NA,NA
"O'NEIL, GREGORY",NA,NA,NA,NA,NA
"O'NEIL, GREGORY",NA,NA,NA,NA,NA
"O'NEILL, JOHN",NA,NA,NA,NA,NA
"OPPEGAARD, BRETT",NA,NA,NA,NA,NA
"O'QUINN, ROBIN",NA,NA,NA,NA,NA
"ORR, CAILIN",NA,NA,NA,NA,NA
"OSLAPAS, ARUNAS",NA,NA,NA,NA,NA
"OTIM, SAMUEL",NA,NA,NA,NA,NA
"OTTO, JOANN",NA,NA,NA,NA,NA
"OUSSELIN, EDWARD",NA,NA,NA,NA,NA
"OVERLAND, DONNA",NA,NA,NA,NA,NA
"OVERSTREET, DAVID",NA,NA,NA,NA,NA
"OWENS, PATRICK",NA,NA,NA,NA,NA
"PACI-GREEN, REBEKAH",389,11,8,12,8
"PALMER, IOLANDA",NA,NA,NA,NA,NA
"PALMQUIST, BRUCE",NA,NA,NA,NA,NA
"PANCHAL, JITESH",NA,NA,NA,NA,NA
"PANDE, PARTHA",5012,35,25,62,56
"PAOLA, SUZANNE",NA,NA,NA,NA,NA
"PAPADOPOULOS, CHARILAOS",NA,NA,NA,NA,NA
"PAREDES MENDEZ, MARIA",NA,NA,NA,NA,NA
"PAREDES MENDEZ, MARIA",NA,NA,NA,NA,NA
"PAREDES MENDEZ, MARIA",NA,NA,NA,NA,NA
"PARK, DOUGLAS",NA,NA,NA,NA,NA
"PARKAY, FORREST",NA,NA,NA,NA,NA
"PARKS, CRAIG",NA,NA,NA,NA,NA
"PARRIS, KRISTEN",NA,NA,NA,NA,NA
"PARTSCH, CORNELIUS",NA,NA,NA,NA,NA
"PARTSCH, CORNELIUS",NA,NA,NA,NA,NA
"PARTSCH, CORNELIUS",NA,NA,NA,NA,NA
"PATRICK, DAVID",1527,20,11,29,11
"PATTERSON, CHARLES",NA,NA,NA,NA,NA
"PATTERSON, CHARLES",NA,NA,NA,NA,NA
"PEARCE, SCOTT",NA,NA,NA,NA,NA
"PEARCE, SCOTT",NA,NA,NA,NA,NA
"PEARSON, REBECCA",NA,NA,NA,NA,NA
"PEARSON, REBECCA",NA,NA,NA,NA,NA
"PEASE, MICHAEL",NA,NA,NA,NA,NA
"PEDERSEN, LENE",NA,NA,NA,NA,NA
"PEDERSEN, LENE",NA,NA,NA,NA,NA
"PEDERSON, NADINE",NA,NA,NA,NA,NA
"PENDRY, PATRICIA",NA,NA,NA,NA,NA
"PEREZ, MARK",NA,NA,NA,NA,NA
"PERRY, TARA",NA,NA,NA,NA,NA
"PETERS, KIMBERLY",NA,NA,NA,NA,NA
"PETERS, KIMBERLY",NA,NA,NA,NA,NA
"PETERSEN, NAOMI",53,4,3,3,0
"PETERSON, MERRILL",NA,NA,NA,NA,NA
"PETERSON, ROBERT",NA,NA,NA,NA,NA
"PEYRON, MARK",NA,NA,NA,NA,NA
"PHILLIPS, LAURA",NA,NA,NA,NA,NA
"PHILLIPS, RICHARD",NA,NA,NA,NA,NA
"PIACSEK, ANDREW",NA,NA,NA,NA,NA
"PIACSEK, ANDREW",NA,NA,NA,NA,NA
"PICKERING, ROBIN",NA,NA,NA,NA,NA
"PIETZ, DAVID",NA,NA,NA,NA,NA
"PIGEON, NANCY",NA,NA,NA,NA,NA
"PILGRIM, TIM",NA,NA,NA,NA,NA
"PILLITTERI, LYNN",NA,NA,NA,NA,NA
"PILSKALNS, OREST",NA,NA,NA,NA,NA
"PINE, JUDITH",NA,NA,NA,NA,NA
"PINE, JUDITH",NA,NA,NA,NA,NA
"PIPER, GARY",NA,NA,NA,NA,NA
"POLLOCK, DAVID",NA,NA,NA,NA,NA
"POON, GREGORY",NA,NA,NA,NA,NA
"PORTER, PETER",NA,NA,NA,NA,NA
"PORTFORS, CHRISTINE",NA,NA,NA,NA,NA
"PORTFORS, CHRISTINE",NA,NA,NA,NA,NA
"PORTNOY, REBECCA",235,4,4,3,3
"PORTOLESE DIAS, LAURA",NA,NA,NA,NA,NA
